index,title,genres
2218,Death Sentence,"Action,Crime,Drama,Thriller"
2219,Everybody's Fine,Drama
2220,Superbabies: Baby Geniuses 2,"Comedy,Family"
2221,The Man,"Action,Comedy,Crime"
2222,Code Name: The Cleaner,"Action,Comedy,Crime"
2223,Connie and Carla,Comedy
2224,Sweet Charity,"Comedy,Drama,Music,Romance"
2225,Inherent Vice,"Comedy,Romance,Crime,Drama,Mystery"
2226,Doogal,Family
2227,Battle of the Year,"Music,Drama"
2228,An American Carol,"Comedy,Fantasy"
2229,Machete Kills,"Action,Crime,Thriller"
2230,Willard,Horror
2231,Strange Wilderness,Comedy
2232,Topsy-Turvy,"Comedy,Drama,Music"
2233,Little Boy,"Comedy,Drama,War"
2234,A Dangerous Method,"Drama,Thriller"
2235,A Scanner Darkly,"Animation,Science Fiction,Thriller"
2236,Chasing Mavericks,Drama
2237,Alone in the Dark,"Action,Fantasy,Horror,Thriller"
2238,Bandslam,"Comedy,Drama,Family,Music"
2239,Birth,"Drama,Mystery,Thriller"
2240,A Most Violent Year,"Crime,Drama,Thriller"
2241,Passchendaele,"Drama,Romance,War,History"
2242,Flash of Genius,Drama
2243,I'm Not There.,"Drama,Music"
2244,The Cold Light of Day,"Action,Thriller"
2245,The Brothers Bloom,"Adventure,Comedy,Drama,Romance"
2246,"Synecdoche, New York",Drama
2247,Princess Mononoke,"Adventure,Fantasy,Animation"
2248,Bon voyage,"Comedy,Drama,Foreign"
2249,Can't Stop the Music,"Comedy,Music"
2250,The Proposition,"Action,Adventure,Crime,Drama,Thriller,Western"
2251,My All American,Drama
2252,Marci X,Comedy
2253,Equilibrium,"Action,Science Fiction,Thriller"
2254,The Children of Huang Shi,"Drama,War"
2255,The Yards,"Drama,Action,Thriller,Crime"
2256,The Oogieloves in the Big Balloon Adventure,Family
2257,By the Sea,"Drama,Romance"
2258,Steamboy,"Animation,Fantasy,Science Fiction"
2259,The Game of Their Lives,Drama
2260,All Good Things,"Drama,Mystery,Thriller,Crime,Romance"
2261,Rapa Nui,Adventure
2262,CJ7,"Comedy,Drama,Family,Fantasy,Science Fiction"
2263,The Visitors II: The Corridors of Time,"Comedy,Fantasy"
2264,Dylan Dog: Dead of Night,"Action,Comedy,Horror,Mystery,Science Fiction,Thriller"
2265,People I Know,"Drama,Thriller"
2266,The Tempest,"Drama,Fantasy"
2267,Regression,"Horror,Mystery,Thriller"
2268,Three Kingdoms: Resurrection of the Dragon,"Action,History,Drama"
2269,Butterfly on a Wheel,"Crime,Drama,Thriller"
2270,Zambezia,"Comedy,Animation,Adventure,Family"
2271,Ramanujan,"Drama,History"
2272,Dwegons,Animation
2273,Hands of Stone,Drama
2274,Survivor,Thriller
2275,The Frozen Ground,"Thriller,Crime"
2276,The Painted Veil,"Drama,Romance"
2277,The Baader Meinhof Complex,"Action,Crime,Drama,History,Thriller"
2278,Dances with Wolves,"Adventure,Drama,Western"
2279,Bad Teacher,Comedy
2280,Sea of Love,"Drama,Crime,Mystery"
2281,A Cinderella Story,Comedy
2282,Scream,"Crime,Horror,Mystery"
2283,Thir13en Ghosts,"Horror,Thriller"
2284,The Shining,"Horror,Thriller"
2285,Back to the Future,"Adventure,Comedy,Science Fiction,Family"
2286,House on Haunted Hill,"Horror,Mystery,Thriller"
2287,I Can Do Bad All By Myself,"Drama,Comedy"
2288,Fight Valley,"Action,Drama"
2289,The Switch,"Comedy,Romance,Drama"
2290,Just Married,Comedy
2291,The Devil's Double,"Drama,Action,Thriller,Crime,War"
2292,Thomas and the Magic Railroad,"Animation,Drama,Family,Science Fiction"
2293,The Crazies,"Mystery,Horror,Action"
2294,Spirited Away,"Fantasy,Adventure,Animation,Family"
2295,Firestorm,"Action,Crime"
2296,The Bounty,"Action,Drama,History"
2297,The Book Thief,Drama
2298,Sex Drive,"Comedy,Adventure,Romance"
2299,Leap Year,"Romance,Comedy"
2300,The Fall of the Roman Empire,"Drama,History"
2301,Take Me Home Tonight,"Comedy,Drama,Romance"
2302,Won't Back Down,Drama
2303,The Nutcracker,"Family,Fantasy,Music"
2304,Kansas City,"Thriller,Drama,Music,Crime"
2305,Indignation,Drama
2306,The Amityville Horror,"Horror,Thriller,Drama"
2307,Adaptation.,"Comedy,Crime,Drama"
2308,Land of the Dead,Horror
2309,Out of Inferno,Action
2310,Fear and Loathing in Las Vegas,"Adventure,Drama,Comedy"
2311,The Invention of Lying,"Comedy,Romance,Fantasy"
2312,Neighbors,Comedy
2313,The Mask,"Romance,Comedy,Crime,Fantasy"
2314,Big,"Fantasy,Drama,Comedy,Romance,Family"
2315,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,Comedy
2316,Legally Blonde,Comedy
2317,Star Trek III: The Search for Spock,"Science Fiction,Action,Adventure,Thriller"
2318,The Exorcism of Emily Rose,"Crime,Drama,Horror,Thriller"
2319,Deuce Bigalow: Male Gigolo,Comedy
2320,Left Behind,"Thriller,Action,Science Fiction"
2321,The Family Stone,"Comedy,Drama,Romance"
2322,Barbershop 2:  Back in Business,"Comedy,Drama"
2323,Bad Santa,"Drama,Comedy,Crime"
2324,Austin Powers: International Man of Mystery,"Science Fiction,Comedy,Crime"
2325,My Big Fat Greek Wedding 2,"Romance,Comedy,Family"
2326,Diary of a Wimpy Kid: Rodrick Rules,"Family,Comedy"
2327,Predator,"Science Fiction,Action,Adventure,Thriller"
2328,Amadeus,"Drama,History,Music"
2329,Prom Night,"Crime,Horror"
2330,Mean Girls,Comedy
2331,Under the Tuscan Sun,"Comedy,Drama,Romance"
2332,Gosford Park,"Drama,Mystery,Thriller"
2333,Peggy Sue Got Married,"Comedy,Drama,Fantasy,Romance"
2334,Birdman,"Drama,Comedy"
2335,Blue Jasmine,"Comedy,Drama"
2336,United 93,"Drama,History,Crime,Thriller,Action"
2337,Honey,"Romance,Music,Family"
2338,Spy Hard,"Action,Comedy"
2339,The Fog,Horror
2340,Soul Surfer,"Action,Drama"
2341,Catch-22,"War,Comedy,Drama"
2342,Observe and Report,"Comedy,Crime,Drama"
2343,Conan the Destroyer,"Adventure,Fantasy,Action"
2344,Raging Bull,Drama
2345,Love Happens,"Drama,Romance"
2346,Young Sherlock Holmes,"Action,Adventure,Crime,Drama,Family,Mystery,Thriller"
2347,Fame,"Music,Comedy,Drama,Romance"
2348,127 Hours,"Adventure,Drama,Thriller"
2349,Small Time Crooks,"Action,Comedy,Crime"
2350,Center Stage,"Drama,Music"
2351,Love the Coopers,"Comedy,Family"
2352,Catch That Kid,"Family,Action,Adventure"
2353,Life as a House,Drama
2354,Steve Jobs,"Drama,History"
2355,"I Love You, Beth Cooper","Comedy,Romance"
2356,Youth in Revolt,"Drama,Comedy,Romance"
2357,The Legend of the Lone Ranger,"Action,Adventure,Romance,Western"
2358,The Tailor of Panama,"Drama,Thriller"
2359,Blow Out,"Drama,Mystery,Thriller"
2360,Getaway,"Action,Crime"
2361,The Ice Storm,Drama
2362,And So It Goes,"Comedy,Drama,Romance"
2363,Troop Beverly Hills,"Adventure,Comedy,Family"
2364,Being Julia,"Comedy,Drama,Romance"
2365,Nine 1/2 Weeks,"Drama,Romance"
2366,Dragonslayer,Fantasy
2367,The Last Station,"Drama,Romance"
2368,Ed Wood,"Comedy,Drama,History"
2369,Labor Day,Drama
2370,Mongol: The Rise of Genghis Khan,History
2371,RockNRolla,"Action,Crime,Thriller"
2372,Megaforce,"Adventure,Action,Science Fiction"
2373,Hamlet,Drama
2374,Mao's Last Dancer,"Drama,Romance"
2375,Midnight Special,"Adventure,Drama,Science Fiction"
2376,Anything Else,"Comedy,Romance"
2377,The Railway Man,"Drama,History"
2378,The White Ribbon,"Crime,Drama,Mystery"
2379,Restoration,Horror
2380,The Wraith,"Romance,Science Fiction,Horror,Action,Crime"
2381,Salton Sea,"Drama,Mystery,Thriller"
2382,Metallica: Through the Never,Music
2383,The Informers,Drama
2384,Carlos,"Crime,Drama,Thriller,History"
2385,I Come with the Rain,"Thriller,Drama"
2386,One Man's Hero,"Western,Action,Drama,History"
2387,Day of the Dead,"Horror,Science Fiction"
2388,I Am Wrath,"Action,Crime,Drama,Thriller"
2389,Renaissance,"Action,Animation,Science Fiction"
2390,Red Sonja,"Adventure,Fantasy,Action"
2391,Red Lights,Thriller
2392,Superbad,Comedy
2393,Madea Goes to Jail,"Comedy,Crime,Drama"
2394,Wolves,"Horror,Action"
2395,Step Up 2: The Streets,"Music,Drama,Romance"
2396,Hoodwinked!,"Animation,Comedy,Family"
2397,Hotel Rwanda,"Drama,History,War"
2398,Hitman,"Action,Crime,Drama,Thriller"
2399,Black Nativity,"Drama,Music"
2400,The Prince,"Thriller,Action"
2401,City of Ghosts,Thriller
2402,The Others,"Horror,Drama,Mystery,Thriller"
2403,Aliens,"Horror,Action,Thriller,Science Fiction"
2404,My Fair Lady,"Drama,Family,Music,Romance"
2405,I Know What You Did Last Summer,"Horror,Thriller,Mystery"
2406,Let's Be Cops,Comedy
2407,Sideways,"Comedy,Drama,Romance"
2408,Beerfest,Comedy
2409,Halloween,"Horror,Thriller"
2410,Good Boy!,"Comedy,Family,Science Fiction"
2411,The Best Man Holiday,Comedy
2412,Smokin' Aces,"Action,Comedy,Crime,Thriller"
2413,Saw: The Final Chapter,"Horror,Crime"
2414,40 Days and 40 Nights,"Comedy,Romance"
2415,A Night at the Roxbury,Comedy
2416,Beastly,"Drama,Fantasy,Romance"
2417,The Hills Have Eyes,"Horror,Thriller"
2418,Dickie Roberts: Former Child Star,Comedy
2419,"McFarland, USA",Drama
2420,Lottery Ticket,Comedy
2421,ATL,Drama
2422,Pitch Perfect,"Comedy,Music,Romance"
2423,Summer Catch,"Drama,Comedy,Romance"
2424,A Simple Plan,"Drama,Crime,Thriller"
2425,They,"Horror,Thriller"
2426,Larry the Cable Guy: Health Inspector,Comedy
2427,The Adventures of Elmo in Grouchland,Family
2428,Brooklyn's Finest,"Crime,Drama,Thriller"
2429,55 Days at Peking,"Action,Drama,History"
2430,Evil Dead,Horror
2431,My Life in Ruins,"Comedy,Romance"
2432,American Dreamz,"Comedy,Drama,Family"
2433,Superman IV: The Quest for Peace,"Action,Adventure,Science Fiction"
2434,How She Move,Drama
2435,Running Scared,"Action,Crime,Drama,Thriller"
2436,Bobby Jones: Stroke of Genius,Drama
2437,Shanghai Surprise,Adventure
2438,The Illusionist,"Fantasy,Drama,Thriller,Romance"
2439,Roar,"Adventure,Thriller"
2440,Veronica Guerin,"Drama,Crime,Thriller"
2441,Escobar: Paradise Lost,"Thriller,Romance"
2442,Southland Tales,"Action,Adventure,Comedy,Drama,Science Fiction,Thriller"
2443,Dragon Hunters,"Animation,Family"
2444,Damnation Alley,"Action,Adventure,Science Fiction"
2445,The Apparition,"Horror,Thriller"
2446,My Girl,"Comedy,Drama,Family"
2447,Fur: An Imaginary Portrait of Diane Arbus,"Drama,Mystery,Romance"
2448,Wall Street,"Crime,Drama"
2449,Sense and Sensibility,"Drama,Romance"
2450,Becoming Jane,"Drama,Romance"
2451,Sydney White,Comedy
2452,House of Sand and Fog,Drama
2453,Dead Poets Society,Drama
2454,Dumb and Dumber,Comedy
2455,When Harry Met Sally...,"Comedy,Romance,Drama"
2456,The Verdict,Drama
2457,Road Trip,"Comedy,Adventure"
2458,Varsity Blues,"Comedy,Drama,Romance"
2459,The Artist,"Drama,Comedy,Romance"
2460,The Unborn,"Horror,Thriller,Mystery"
2461,Moonrise Kingdom,"Comedy,Drama,Romance"
2462,The Texas Chainsaw Massacre: The Beginning,Horror
2463,The Young Messiah,Drama
2464,The Master of Disguise,"Comedy,Family"
2465,Pan's Labyrinth,"Fantasy,Drama,War"
2466,See Spot Run,"Action,Comedy,Family"
2467,Baby Boy,"Crime,Drama,Romance"
2468,The Roommate,"Thriller,Drama,Horror"
2469,Joe Dirt,"Mystery,Adventure,Comedy,Romance,Drama"
2470,Double Impact,"Thriller,Action,Crime,Drama"
2471,Hot Fuzz,"Crime,Action,Comedy"
2472,The Women,"Comedy,Drama,Romance"
2473,Vicky Cristina Barcelona,"Drama,Romance"
2474,Arn: The Knight Templar,"Action,Adventure,Drama,Romance"
2475,Boys and Girls,"Comedy,Drama,Romance"
2476,White Oleander,Drama
2477,Jennifer's Body,"Comedy,Horror"
2478,Drowning Mona,"Comedy,Crime,Mystery"
2479,Radio Days,"Comedy,Drama"
2480,Remember Me,"Drama,Romance"
2481,How to Deal,"Drama,Comedy,Romance"
2482,My Stepmother is an Alien,"Comedy,Science Fiction"
2483,Philadelphia,Drama
2484,The Thirteenth Floor,"Thriller,Science Fiction,Mystery"
2485,The Cookout,"Comedy,Drama"
2486,Meteor,"Action,Science Fiction,Thriller"
2487,Duets,"Comedy,Drama,Music"
2488,Hollywood Ending,"Comedy,Drama"
2489,Detroit Rock City,"Comedy,Music"
2490,Highlander,"Adventure,Action,Fantasy"
2491,Things We Lost in the Fire,Drama
2492,Steel,"Science Fiction,Action,Adventure"
2493,The Immigrant,"Drama,Romance"
2494,The White Countess,"Drama,History,Family,Romance"
2495,Trance,"Thriller,Crime,Drama,Mystery"
2496,Soul Plane,"Romance,Comedy"
2497,Welcome to the Sticks,Comedy
2498,Good,Drama
2499,Enter the Void,"Fantasy,Drama"
2500,Vamps,"Comedy,Romance,Horror"
2501,Hachi: A Dog's Tale,"Drama,Family"
2502,Zulu,"Crime,Drama,Thriller"
2503,The Homesman,"Western,Drama"
2504,Juwanna Mann,"Comedy,Drama"
2505,Ararat,"War,Drama"
2506,Madison,"Action,Adventure,Drama"
2507,Slow Burn,"Mystery,Crime,Drama,Thriller"
2508,Wasabi,"Drama,Action,Comedy"
2509,Slither,"Comedy,Horror,Science Fiction"
2510,Beverly Hills Cop,"Action,Comedy,Crime"
2511,Home Alone,"Comedy,Family"
2512,Three Men and a Baby,"Family,Comedy,Drama"
2513,Tootsie,"Comedy,Romance"
2514,Top Gun,"Action,Romance,War"
2515,"Crouching Tiger, Hidden Dragon","Adventure,Drama,Action,Romance"
2516,American Beauty,Drama
2517,The King's Speech,"Drama,History"
2518,Twins,Comedy
2519,The Yellow Handkerchief,"Drama,Romance"
2520,The Color Purple,Drama
2521,Tidal Wave,"Action,Adventure,Drama,Thriller"
2522,The Imitation Game,"History,Drama,Thriller,War"
2523,Private Benjamin,Comedy
2524,Coal Miner's Daughter,"Drama,Music"
2525,Diary of a Wimpy Kid,"Comedy,Family"
2526,Mama,Horror
2527,National Lampoon's Vacation,"Comedy,Adventure,Romance"
2528,Bad Grandpa,Comedy
2529,The Queen,Drama
2530,Beetlejuice,"Fantasy,Comedy"
2531,Why Did I Get Married?,"Comedy,Drama"
2532,Little Women,"Drama,Romance"
2533,The Woman in Black,"Drama,Horror,Thriller"
2534,When a Stranger Calls,"Horror,Thriller"
2535,Big Fat Liar,"Comedy,Family"
2536,The Deer Hunter,"Drama,War"
2537,Wag the Dog,"Comedy,Drama"
2538,The Lizzie McGuire Movie,"Family,Comedy"
2539,Snitch,"Thriller,Drama"
2540,Krampus,"Horror,Comedy,Fantasy"
2541,The Faculty,"Horror,Mystery,Science Fiction"
2542,What's Love Got to Do with It,"Drama,Music"
2543,Cop Land,"Action,Crime,Drama"
2544,Not Another Teen Movie,Comedy
2545,End of Watch,"Crime,Drama,Thriller"
2546,The Skulls,"Crime,Drama,Thriller"
2547,The Theory of Everything,"Drama,Romance"
2548,Malibu's Most Wanted,"Comedy,Crime"
2549,Where the Heart Is,"Comedy,Drama,Romance"
2550,Lawrence of Arabia,"Adventure,Drama,History,War"
2551,Halloween II,Horror
2552,Wild,Drama
2553,The Last House on the Left,"Crime,Thriller,Horror,Drama"
2554,The Wedding Date,"Comedy,Romance"
2555,Halloween: Resurrection,"Horror,Thriller"
2556,The Princess Bride,"Adventure,Family,Fantasy,Comedy,Romance"
2557,The Great Debaters,Drama
2558,Drive,"Drama,Action,Thriller,Crime"
2559,Confessions of a Teenage Drama Queen,Comedy
2560,The Object of My Affection,"Comedy,Drama,Romance"
2561,28 Weeks Later,"Horror,Thriller,Science Fiction"
2562,When the Game Stands Tall,Drama
2563,Because of Winn-Dixie,"Comedy,Drama,Family"
2564,Love & Basketball,"Action,Comedy,Drama,Romance"
2565,Grosse Pointe Blank,"Action,Comedy,Thriller,Romance"
2566,All About Steve,Comedy
2567,Book of Shadows: Blair Witch 2,"Mystery,Thriller,Horror"
2568,The Craft,"Drama,Fantasy,Horror,Thriller"
2569,Match Point,"Drama,Thriller,Crime,Romance"
2570,Ramona and Beezus,"Comedy,Family"
2571,The Remains of the Day,"Drama,Romance"
2572,Boogie Nights,Drama
2573,Nowhere to Run,"Action,Adventure,Drama,Thriller"
2574,Flicka,Drama
2575,The Hills Have Eyes 2,"Horror,Thriller"
2576,Urban Legends: Final Cut,Horror
2577,Tuck Everlasting,"Fantasy,Drama,Science Fiction,Romance,Family"
2578,The Marine,"Action,Adventure,Drama,Thriller"
2579,Keanu,"Action,Comedy"
2580,Country Strong,"Drama,Romance"
2581,Disturbing Behavior,"Mystery,Horror,Science Fiction"
2582,The Place Beyond the Pines,"Drama,Crime"
2583,The November Man,"Crime,Action,Thriller"
2584,Eye of the Beholder,"Drama,Mystery,Thriller"
2585,The Hurt Locker,"Drama,Thriller,War"
2586,Firestarter,"Fantasy,Drama,Horror,Action,Thriller"
2587,Killing Them Softly,"Crime,Thriller"
2588,A Most Wanted Man,Thriller
2589,Freddy Got Fingered,Comedy
2590,VeggieTales: The Pirates Who Don't Do Anything,"Adventure,Animation,Comedy,Science Fiction,Family"
2591,U2 3D,"Music,Documentary"
2592,Highlander: Endgame,"Action,Fantasy,Science Fiction"
2593,Idlewild,"Crime,Drama,Music"
2594,One Day,"Drama,Romance"
2595,Whip It,Drama
2596,Knockaround Guys,"Crime,Thriller"
2597,Confidence,"Action,Comedy,Thriller,Crime"
2598,The Muse,"Fantasy,Comedy"
2599,De-Lovely,"Drama,Music"
2600,New York Stories,"Comedy,Drama,Romance"
2601,Barney's Great Adventure,Family
2602,The Man with the Iron Fists,Action
2603,Home Fries,"Drama,Comedy,Romance"
2604,Here On Earth,Romance
2605,Brazil,"Comedy,Science Fiction"
2606,Raise Your Voice,"Music,Drama,Romance"
2607,The Big Lebowski,"Comedy,Crime"
2608,Black Snake Moan,Drama
2609,Dark Blue,"Action,Crime,Drama,Thriller"
2610,A Mighty Heart,"Drama,Thriller"
2611,Whatever It Takes,"Drama,Comedy,Romance"
2612,Boat Trip,Comedy
2613,The Importance of Being Earnest,"Comedy,Drama,History,Romance"
2614,The Love Letter,"Comedy,Drama,Fantasy,Romance"
2615,Hoot,"Drama,Family"
2616,In Bruges,"Comedy,Drama,Crime"
2617,Peeples,Comedy
2618,The Rocker,"Comedy,Music"
2619,Post Grad,Comedy
2620,Promised Land,Drama
2621,Whatever Works,"Comedy,Romance"
2622,The In Crowd,Thriller
2623,The Three Burials of Melquiades Estrada,"Adventure,Crime,Drama,Mystery,Western"
2624,Jakob the Liar,"Comedy,Drama,History"
2625,Kiss Kiss Bang Bang,"Action,Comedy,Crime,Mystery"
2626,Idle Hands,"Thriller,Comedy,Horror"
2627,Mulholland Drive,"Thriller,Drama,Mystery"
2628,Blood and Chocolate,"Drama,Fantasy,Horror,Romance"
2629,You Will Meet a Tall Dark Stranger,"Comedy,Drama,Romance"
2630,Never Let Me Go,"Drama,Romance,Science Fiction"
2631,The Company,Drama
2632,Transsiberian,"Thriller,Crime,Mystery"
2633,The Clan of the Cave Bear,"Adventure,Drama"
2634,Crazy in Alabama,"Comedy,Drama"
2635,Funny Games,"Horror,Thriller,Crime"
2636,Listening,"Drama,Thriller,Science Fiction"
2637,Felicia's Journey,Drama
2638,Metropolis,"Drama,Science Fiction"
2639,District B13,"Action,Thriller,Science Fiction"
2640,Things to Do in Denver When You're Dead,"Drama,Crime"
2641,The Assassin,"Action,Drama,History"
2642,Buffalo Soldiers,"Drama,Comedy,War,Crime,Thriller"
2643,The Return,"Thriller,Drama,Mystery"
2644,Ong Bak 2,"Adventure,Action,Thriller"
2645,Centurion,"Adventure,Action,Drama"
2646,Silent Trigger,"Drama,Action,Thriller"
2647,The Midnight Meat Train,"Mystery,Drama,Crime,Thriller,Horror"
2648,Winnie Mandela,Drama
2649,The Son of No One,"Drama,Thriller,Crime"
2650,All The Queen's Men,"Action,Comedy,Drama,History"
2651,The Good Night,"Comedy,Drama,Romance,Fantasy,Music"
2652,Bathory: Countess of Blood,"Drama,Fantasy"
2653,Khumba,"Animation,Adventure,Family"
2654,Automata,"Thriller,Science Fiction"
2655,Dungeons & Dragons: Wrath of the Dragon God,"Action,Adventure,Fantasy"
2656,Chiamatemi Francesco - Il Papa della gente,Drama
2657,Shinjuku Incident,"Drama,Action,Thriller,Crime"
2658,Pandaemonium,"Drama,Foreign"
2659,Groundhog Day,"Romance,Fantasy,Drama,Comedy"
2660,Magic Mike XXL,"Comedy,Drama,Music"
2661,Romeo + Juliet,"Drama,Romance"
2662,Sarah's Key,"Drama,War"
2663,Freedom,Drama
2664,Unforgiven,Western
2665,Manderlay,Drama
2666,Slumdog Millionaire,"Drama,Romance"
2667,Fatal Attraction,"Drama,Romance,Thriller"
2668,Pretty Woman,"Romance,Comedy"
2669,Crocodile Dundee II,"Adventure,Comedy"
2670,Broken Horses,"Thriller,Mystery,Drama,Crime"
2671,Born on the Fourth of July,"Drama,War"
2672,Cool Runnings,Comedy
2673,My Bloody Valentine,"Mystery,Horror"
2674,Stomp the Yard,"Drama,Music"
2675,The Spy Who Loved Me,"Adventure,Action,Thriller"
2676,Urban Legend,"Horror,Thriller"
2677,Good Deeds,"Comedy,Drama,Romance"
2678,White Fang,"Action,Adventure,Drama,Family"
2679,Superstar,"Comedy,Family"
2680,The Iron Lady,"History,Drama"
2681,Jonah: A VeggieTales Movie,"Action,Adventure,Animation,Comedy,Family,Fantasy,Romance"
2682,Poetic Justice,"Drama,Romance"
2683,All About the Benjamins,"Action,Adventure,Comedy"
2684,Vampire in Brooklyn,"Comedy,Horror,Romance"
2685,Exorcist II: The Heretic,"Horror,Thriller,Fantasy"
2686,An American Haunting,"Horror,Thriller"
2687,My Boss's Daughter,"Comedy,Romance"
2688,A Perfect Getaway,"Thriller,Mystery,Adventure"
2689,Our Family Wedding,Comedy
2690,Dead Man on Campus,Comedy
2691,Tea with Mussolini,"Comedy,Drama,War"
2692,Thinner,"Horror,Thriller"
2693,"New York, New York","Drama,Music,Romance"
2694,Crooklyn,"Comedy,Drama"
2695,I Think I Love My Wife,"Comedy,Romance"
2696,Jason X,"Horror,Science Fiction"
2697,Bobby,"History,Drama"
2698,Head Over Heels,"Comedy,Romance"
2699,Fun Size,Comedy
2700,The Diving Bell and the Butterfly,Drama
2701,Little Children,"Romance,Drama"
2702,Gossip,"Drama,Mystery,Thriller"
2703,A Walk on the Moon,"Drama,Romance"
2704,Catch a Fire,"Action,Drama,Thriller"
2705,Soul Survivors,"Horror,Mystery,Thriller"
2706,Jefferson in Paris,"Drama,Romance"
2707,Easy Virtue,"Comedy,Romance"
2708,Caravans,"Action,Adventure,Drama,Romance"
2709,Mr. Turner,"History,Drama"
2710,Wild Grass,"Drama,Romance"
2711,Amen.,"Drama,History"
2712,Reign of Assassins,"History,Action"
2713,The Lucky Ones,"Comedy,Drama,History"
2714,Margaret,Drama
2715,Stan Helsing,"Comedy,Horror"
2716,Flipped,"Romance,Drama"
2717,Brokeback Mountain,"Drama,Romance"
2718,Clueless,"Comedy,Drama,Romance"
2719,Far from Heaven,"Drama,Romance"
2720,Hot Tub Time Machine 2,Comedy
2721,Quills,Drama
2722,Seven Psychopaths,"Comedy,Crime"
2723,The Caveman's Valentine,"Drama,Mystery,Thriller"
2724,Downfall,"Drama,History,War"
2725,The Sea Inside,Drama
2726,Under the Skin,"Thriller,Science Fiction,Drama"
2727,"Good Morning, Vietnam","Comedy,Drama,War"
2728,The Last Godfather,"Action,Comedy,Thriller"
2729,Justin Bieber: Never Say Never,"Documentary,Music,Family"
2730,Black Swan,"Drama,Thriller"
2731,The Godfather: Part II,"Drama,Crime"
2732,Save the Last Dance,"Drama,Family,Romance,Music"
2733,A Nightmare on Elm Street 4: The Dream Master,"Horror,Thriller"
2734,Miracles from Heaven,Drama
2735,"Dude, Where’s My Car?",Comedy
2736,Young Guns,"Crime,Action,Adventure,Drama,Western"
2737,St. Vincent,Comedy
2738,About Last Night,"Comedy,Romance"
2739,10 Things I Hate About You,"Comedy,Romance,Drama"
2740,The New Guy,"Comedy,Family"
2741,National Lampoon's Loaded Weapon 1,Comedy
2742,The Shallows,"Horror,Drama,Thriller"
2743,The Butterfly Effect,"Science Fiction,Thriller"
2744,Snow Day,"Comedy,Family"
2745,This Christmas,"Comedy,Drama"
2746,Baby Geniuses,"Science Fiction,Comedy,Family"
2747,The Big Hit,"Action,Adventure,Comedy,Thriller"
2748,Harriet the Spy,"Comedy,Drama,Family"
2749,Child's Play 2,"Drama,Horror"
2750,No Good Deed,"Crime,Thriller"
2751,The Mist,"Science Fiction,Horror,Thriller"
2752,Ex Machina,"Drama,Science Fiction"
2753,Being John Malkovich,"Fantasy,Drama,Comedy"
2754,Two Can Play That Game,"Comedy,Romance"
2755,Earth to Echo,"Family,Adventure,Science Fiction"
2756,Crazy/Beautiful,"Drama,Romance"
2757,Letters from Iwo Jima,"Action,Adventure,Drama,War"
2758,The Astronaut Farmer,"Adventure,Comedy,Drama,Science Fiction"
2759,Woo,"Comedy,Romance"
2760,Room,"Drama,Thriller"
2761,Dirty Work,Comedy
2762,Serial Mom,"Comedy,Crime,Horror,Thriller"
2763,Dick,Comedy
2764,Light It Up,"Drama,Thriller"
2765,54,"Music,Drama"
2766,Bubble Boy,"Adventure,Comedy,Drama,Romance"
2767,Birthday Girl,"Comedy,Crime,Thriller"
2768,21 & Over,Comedy
2769,"Paris, je t'aime","Drama,Romance"
2770,Resurrecting the Champ,Drama
2771,Admission,"Comedy,Drama,Romance"
2772,The Widow of Saint-Pierre,"Romance,Drama"
2773,Chloe,"Drama,Thriller,Mystery"
2774,Faithful,"Comedy,Crime,Drama"
2775,Find Me Guilty,"Drama,Action,Comedy,Crime"
2776,The Perks of Being a Wallflower,"Drama,Romance"
2777,Excessive Force,Action
2778,Infamous,Drama
2779,The Claim,"Drama,Romance,Western"
2780,The Vatican Tapes,"Thriller,Horror"
2781,Attack the Block,"Action,Comedy,Science Fiction"
2782,In the Land of Blood and Honey,"Drama,Romance,War"
2783,The Call,"Crime,Thriller"
2784,Operation Chromite,"History,Drama,War,Action"
2785,The Crocodile Hunter: Collision Course,"Family,Action,Adventure"
2786,I Love You Phillip Morris,"Comedy,Drama,Romance"
2787,Quest for Fire,"Adventure,Drama"
2788,Antwone Fisher,"Drama,Romance"
2789,The Emperor's Club,"Drama,Romance"
2790,True Romance,"Action,Thriller,Crime,Romance"
2791,Womb,"Romance,Science Fiction"
2792,Glengarry Glen Ross,"Crime,Drama,Mystery"
2793,The Killer Inside Me,"Crime,Drama,Thriller"
2794,Cat People,"Drama,Fantasy,Horror,Thriller"
2795,Sorority Row,"Horror,Mystery,Thriller"
2796,The Prisoner of Zenda,"Adventure,Drama,Romance"
2797,Lars and the Real Girl,"Comedy,Romance,Drama"
2798,The Boy in the Striped Pyjamas,"War,Drama"
2799,Dancer in the Dark,"Drama,Crime,Music"
2800,Oscar and Lucinda,"Drama,Romance"
2801,The Funeral,"Crime,Drama"
2802,Solitary Man,"Comedy,Drama,Romance"
2803,Machete,"Action,Comedy,Thriller"
2804,Casino Jack,"Crime,Comedy,Drama"
2805,The Land Before Time,"Animation,Adventure,Family"
2806,Tae Guk Gi: The Brotherhood of War,"Action,Adventure,Drama,History,War"
2807,The Perfect Game,"Drama,Family"
2808,The Exorcist,"Drama,Horror,Thriller"
2809,Jaws,"Horror,Thriller,Adventure"
